number,code,url-name,filename,emoji,emoji-symbol,link,title,front-matter
1433,u+2049,exclamation-question-mark,1433-exclamation-question-mark.md,exclamation_question_mark,⁉,permalink: ⁉.html,exclamation question mark,"---
layout: symbols
title: exclamation question mark
emoji: exclamation_question_mark
permalink: ⁉.html
---"
1434,u+2753,red-question-mark,1434-red-question-mark.md,red_question_mark,❓,permalink: ❓.html,red question mark,"---
layout: symbols
title: red question mark
emoji: red_question_mark
permalink: ❓.html
---"
1435,u+2754,white-question-mark,1435-white-question-mark.md,white_question_mark,❔,permalink: ❔.html,white question mark,"---
layout: symbols
title: white question mark
emoji: white_question_mark
permalink: ❔.html
---"
1436,u+2755,white-exclamation-mark,1436-white-exclamation-mark.md,white_exclamation_mark,❕,permalink: ❕.html,white exclamation mark,"---
layout: symbols
title: white exclamation mark
emoji: white_exclamation_mark
permalink: ❕.html
---"
1437,u+2757,red-exclamation-mark,1437-red-exclamation-mark.md,red_exclamation_mark,❗,permalink: ❗.html,red exclamation mark,"---
layout: symbols
title: red exclamation mark
emoji: red_exclamation_mark
permalink: ❗.html
---"
1438,u+3030,wavy-dash,1438-wavy-dash.md,wavy_dash,〰,permalink: 〰.html,wavy dash,"---
layout: symbols
title: wavy dash
emoji: wavy_dash
permalink: 〰.html
---"
1439,u+1f4b1,currency-exchange,1439-currency-exchange.md,currency_exchange,💱,permalink: 💱.html,currency exchange,"---
layout: symbols
title: currency exchange
emoji: currency_exchange
permalink: 💱.html
---"
1440,u+1f4b2,heavy-dollar-sign,1440-heavy-dollar-sign.md,heavy_dollar_sign,💲,permalink: 💲.html,heavy dollar sign,"---
layout: symbols
title: heavy dollar sign
emoji: heavy_dollar_sign
permalink: 💲.html
---"
1441,u+2695,medical-symbol,1441-medical-symbol.md,medical_symbol,⚕,permalink: ⚕.html,medical symbol,"---
layout: symbols
title: medical symbol
emoji: medical_symbol
permalink: ⚕.html
---"
1442,u+267b,recycling-symbol,1442-recycling-symbol.md,recycling_symbol,♻,permalink: ♻.html,recycling symbol,"---
layout: symbols
title: recycling symbol
emoji: recycling_symbol
permalink: ♻.html
---"
1443,u+269c,fleur-de-lis,1443-fleur-de-lis.md,fleur_de_lis,⚜,permalink: ⚜.html,fleur-de-lis,"---
layout: symbols
title: fleur-de-lis
emoji: fleur_de_lis
permalink: ⚜.html
---"
1444,u+1f531,trident-emblem,1444-trident-emblem.md,trident_emblem,🔱,permalink: 🔱.html,trident emblem,"---
layout: symbols
title: trident emblem
emoji: trident_emblem
permalink: 🔱.html
---"
1445,u+1f4db,name-badge,1445-name-badge.md,name_badge,📛,permalink: 📛.html,name badge,"---
layout: symbols
title: name badge
emoji: name_badge
permalink: 📛.html
---"
1446,u+1f530,japanese-symbol-for-beginner,1446-japanese-symbol-for-beginner.md,japanese_symbol_for_beginner,🔰,permalink: 🔰.html,Japanese symbol for beginner,"---
layout: symbols
title: Japanese symbol for beginner
emoji: japanese_symbol_for_beginner
permalink: 🔰.html
---"
1447,u+2b55,hollow-red-circle,1447-hollow-red-circle.md,hollow_red_circle,⭕,permalink: ⭕.html,hollow red circle,"---
layout: symbols
title: hollow red circle
emoji: hollow_red_circle
permalink: ⭕.html
---"
1448,u+2705,check-mark-button,1448-check-mark-button.md,check_mark_button,✅,permalink: ✅.html,check mark button,"---
layout: symbols
title: check mark button
emoji: check_mark_button
permalink: ✅.html
---"
1449,u+2611,check-box-with-check,1449-check-box-with-check.md,check_box_with_check,☑,permalink: ☑.html,check box with check,"---
layout: symbols
title: check box with check
emoji: check_box_with_check
permalink: ☑.html
---"
1450,u+2714,check-mark,1450-check-mark.md,check_mark,✔,permalink: ✔.html,check mark,"---
layout: symbols
title: check mark
emoji: check_mark
permalink: ✔.html
---"
1451,u+274c,cross-mark,1451-cross-mark.md,cross_mark,❌,permalink: ❌.html,cross mark,"---
layout: symbols
title: cross mark
emoji: cross_mark
permalink: ❌.html
---"
1452,u+274e,cross-mark-button,1452-cross-mark-button.md,cross_mark_button,❎,permalink: ❎.html,cross mark button,"---
layout: symbols
title: cross mark button
emoji: cross_mark_button
permalink: ❎.html
---"
1453,u+27b0,curly-loop,1453-curly-loop.md,curly_loop,➰,permalink: ➰.html,curly loop,"---
layout: symbols
title: curly loop
emoji: curly_loop
permalink: ➰.html
---"
1454,u+27bf,double-curly-loop,1454-double-curly-loop.md,double_curly_loop,➿,permalink: ➿.html,double curly loop,"---
layout: symbols
title: double curly loop
emoji: double_curly_loop
permalink: ➿.html
---"
1455,u+303d,part-alternation-mark,1455-part-alternation-mark.md,part_alternation_mark,〽,permalink: 〽.html,part alternation mark,"---
layout: symbols
title: part alternation mark
emoji: part_alternation_mark
permalink: 〽.html
---"
1456,u+2733,eight-spoked-asterisk,1456-eight-spoked-asterisk.md,eight_spoked_asterisk,✳,permalink: asterisk.html,eight-spoked asterisk,"---
layout: symbols
title: eight-spoked asterisk
emoji: eight_spoked_asterisk
permalink: asterisk.html
---"
1457,u+2734,eight-pointed-star,1457-eight-pointed-star.md,eight_pointed_star,✴,permalink: ✴.html,eight-pointed star,"---
layout: symbols
title: eight-pointed star
emoji: eight_pointed_star
permalink: ✴.html
---"
1458,u+2747,sparkle,1458-sparkle.md,sparkle,❇,permalink: ❇.html,sparkle,"---
layout: symbols
title: sparkle
emoji: sparkle
permalink: ❇.html
---"
1459,u+00a9,copyright,1459-copyright.md,copyright,©,permalink: ©.html,copyright,"---
layout: symbols
title: copyright
emoji: copyright
permalink: ©.html
---"
1460,u+00ae,registered,1460-registered.md,registered,®,permalink: ®.html,registered,"---
layout: symbols
title: registered
emoji: registered
permalink: ®.html
---"
1461,u+2122,trade-mark,1461-trade-mark.md,trade_mark,™,permalink: ™.html,trade mark,"---
layout: symbols
title: trade mark
emoji: trade_mark
permalink: ™.html
---"
1462,u+0023-u+fe0f-u+20e3,keycap-hashtag,1462-keycap-hashtag.md,keycap_hashtag,#️⃣,permalink: #️⃣.html,"""keycap: #""","---
layout: symbols
title: ""keycap: #""
emoji: keycap_hashtag
permalink: #️⃣.html
---"
1463,u+002a-u+fe0f-u+20e3,keycap-asterisk,1463-keycap-asterisk.md,keycap_asterisk,*️⃣,permalink: *️⃣.html,"""keycap: *""","---
layout: symbols
title: ""keycap: *""
emoji: keycap_asterisk
permalink: *️⃣.html
---"
1464,u+0030-u+fe0f-u+20e3,keycap-0,1464-keycap-0.md,keycap_0,0️⃣,permalink: 0️⃣.html,"""keycap: 0""","---
layout: symbols
title: ""keycap: 0""
emoji: keycap_0
permalink: 0️⃣.html
---"
1465,u+0031-u+fe0f-u+20e3,keycap-1,1465-keycap-1.md,keycap_1,1️⃣,permalink: 1️⃣.html,"""keycap: 1""","---
layout: symbols
title: ""keycap: 1""
emoji: keycap_1
permalink: 1️⃣.html
---"
1466,u+0032-u+fe0f-u+20e3,keycap-2,1466-keycap-2.md,keycap_2,2️⃣,permalink: 2️⃣.html,"""keycap: 2""","---
layout: symbols
title: ""keycap: 2""
emoji: keycap_2
permalink: 2️⃣.html
---"
1467,u+0033-u+fe0f-u+20e3,keycap-3,1467-keycap-3.md,keycap_3,3️⃣,permalink: 3️⃣.html,"""keycap: 3""","---
layout: symbols
title: ""keycap: 3""
emoji: keycap_3
permalink: 3️⃣.html
---"
1468,u+0034-u+fe0f-u+20e3,keycap-4,1468-keycap-4.md,keycap_4,4️⃣,permalink: 4️⃣.html,"""keycap: 4""","---
layout: symbols
title: ""keycap: 4""
emoji: keycap_4
permalink: 4️⃣.html
---"
1469,u+0035-u+fe0f-u+20e3,keycap-5,1469-keycap-5.md,keycap_5,5️⃣,permalink: 5️⃣.html,"""keycap: 5""","---
layout: symbols
title: ""keycap: 5""
emoji: keycap_5
permalink: 5️⃣.html
---"
1470,u+0036-u+fe0f-u+20e3,keycap-6,1470-keycap-6.md,keycap_6,6️⃣,permalink: 6️⃣.html,"""keycap: 6""","---
layout: symbols
title: ""keycap: 6""
emoji: keycap_6
permalink: 6️⃣.html
---"
1471,u+0037-u+fe0f-u+20e3,keycap-7,1471-keycap-7.md,keycap_7,7️⃣,permalink: 7️⃣.html,"""keycap: 7""","---
layout: symbols
title: ""keycap: 7""
emoji: keycap_7
permalink: 7️⃣.html
---"
1472,u+0038-u+fe0f-u+20e3,keycap-8,1472-keycap-8.md,keycap_8,8️⃣,permalink: 8️⃣.html,"""keycap: 8""","---
layout: symbols
title: ""keycap: 8""
emoji: keycap_8
permalink: 8️⃣.html
---"
1473,u+0039-u+fe0f-u+20e3,keycap-9,1473-keycap-9.md,keycap_9,9️⃣,permalink: 9️⃣.html,"""keycap: 9""","---
layout: symbols
title: ""keycap: 9""
emoji: keycap_9
permalink: 9️⃣.html
---"
1474,u+1f51f,keycap-10,1474-keycap-10.md,keycap_10,🔟,permalink: 🔟.html,"""keycap: 10""","---
layout: symbols
title: ""keycap: 10""
emoji: keycap_10
permalink: 🔟.html
---"
1475,u+1f520,input-latin-uppercase,1475-input-latin-uppercase.md,input_latin_uppercase,🔠,permalink: 🔠.html,input latin uppercase,"---
layout: symbols
title: input latin uppercase
emoji: input_latin_uppercase
permalink: 🔠.html
---"
1476,u+1f521,input-latin-lowercase,1476-input-latin-lowercase.md,input_latin_lowercase,🔡,permalink: 🔡.html,input latin lowercase,"---
layout: symbols
title: input latin lowercase
emoji: input_latin_lowercase
permalink: 🔡.html
---"
1477,u+1f522,input-numbers,1477-input-numbers.md,input_numbers,🔢,permalink: 🔢.html,input numbers,"---
layout: symbols
title: input numbers
emoji: input_numbers
permalink: 🔢.html
---"
1478,u+1f523,input-symbols,1478-input-symbols.md,input_symbols,🔣,permalink: 🔣.html,input symbols,"---
layout: symbols
title: input symbols
emoji: input_symbols
permalink: 🔣.html
---"
1479,u+1f524,input-latin-letters,1479-input-latin-letters.md,input_latin_letters,🔤,permalink: 🔤.html,input latin letters,"---
layout: symbols
title: input latin letters
emoji: input_latin_letters
permalink: 🔤.html
---"
1480,u+1f170,a-button-blood-type,1480-a-button-blood-type.md,a_button_blood_type,🅰,permalink: 🅰.html,A button (blood type),"---
layout: symbols
title: A button (blood type)
emoji: a_button_blood_type
permalink: 🅰.html
---"
1481,u+1f18e,ab-button-blood-type,1481-ab-button-blood-type.md,ab_button_blood_type,🆎,permalink: 🆎.html,AB button (blood type),"---
layout: symbols
title: AB button (blood type)
emoji: ab_button_blood_type
permalink: 🆎.html
---"
1482,u+1f171,b-button-blood-type,1482-b-button-blood-type.md,b_button_blood_type,🅱,permalink: 🅱.html,B button (blood type),"---
layout: symbols
title: B button (blood type)
emoji: b_button_blood_type
permalink: 🅱.html
---"
1483,u+1f191,cl-button,1483-cl-button.md,cl_button,🆑,permalink: 🆑.html,CL button,"---
layout: symbols
title: CL button
emoji: cl_button
permalink: 🆑.html
---"
1484,u+1f192,cool-button,1484-cool-button.md,cool_button,🆒,permalink: 🆒.html,COOL button,"---
layout: symbols
title: COOL button
emoji: cool_button
permalink: 🆒.html
---"
1485,u+1f193,free-button,1485-free-button.md,free_button,🆓,permalink: 🆓.html,FREE button,"---
layout: symbols
title: FREE button
emoji: free_button
permalink: 🆓.html
---"
1486,u+2139,information,1486-information.md,information,ℹ,permalink: ℹ.html,information,"---
layout: symbols
title: information
emoji: information
permalink: ℹ.html
---"
1487,u+1f194,id-button,1487-id-button.md,id_button,🆔,permalink: 🆔.html,ID button,"---
layout: symbols
title: ID button
emoji: id_button
permalink: 🆔.html
---"
1488,u+24c2,circled-m,1488-circled-m.md,circled_m,Ⓜ,permalink: Ⓜ.html,circled M,"---
layout: symbols
title: circled M
emoji: circled_m
permalink: Ⓜ.html
---"
1489,u+1f195,new-button,1489-new-button.md,new_button,🆕,permalink: 🆕.html,NEW button,"---
layout: symbols
title: NEW button
emoji: new_button
permalink: 🆕.html
---"
1490,u+1f196,ng-button,1490-ng-button.md,ng_button,🆖,permalink: 🆖.html,NG button,"---
layout: symbols
title: NG button
emoji: ng_button
permalink: 🆖.html
---"
1491,u+1f17e,o-button-blood-type,1491-o-button-blood-type.md,o_button_blood_type,🅾,permalink: 🅾.html,O button (blood type),"---
layout: symbols
title: O button (blood type)
emoji: o_button_blood_type
permalink: 🅾.html
---"
1492,u+1f197,ok-button,1492-ok-button.md,ok_button,🆗,permalink: 🆗.html,OK button,"---
layout: symbols
title: OK button
emoji: ok_button
permalink: 🆗.html
---"
1493,u+1f17f,p-button,1493-p-button.md,p_button,🅿,permalink: 🅿.html,P button,"---
layout: symbols
title: P button
emoji: p_button
permalink: 🅿.html
---"
1494,u+1f198,sos-button,1494-sos-button.md,sos_button,🆘,permalink: 🆘.html,SOS button,"---
layout: symbols
title: SOS button
emoji: sos_button
permalink: 🆘.html
---"
1495,u+1f199,up-button,1495-up-button.md,up_button,🆙,permalink: 🆙.html,UP! button,"---
layout: symbols
title: UP! button
emoji: up_button
permalink: 🆙.html
---"
1496,u+1f19a,vs-button,1496-vs-button.md,vs_button,🆚,permalink: 🆚.html,VS button,"---
layout: symbols
title: VS button
emoji: vs_button
permalink: 🆚.html
---"
1497,u+1f201,japanese-here-button,1497-japanese-here-button.md,japanese_here_button,🈁,permalink: 🈁.html,Japanese “here” button,"---
layout: symbols
title: Japanese “here” button
emoji: japanese_here_button
permalink: 🈁.html
---"
1498,u+1f202,japanese-service-charge-button,1498-japanese-service-charge-button.md,japanese_service_charge_button,🈂,permalink: 🈂.html,Japanese “service charge” button,"---
layout: symbols
title: Japanese “service charge” button
emoji: japanese_service_charge_button
permalink: 🈂.html
---"
1499,u+1f237,japanese-monthly-amount-button,1499-japanese-monthly-amount-button.md,japanese_monthly_amount_button,🈷,permalink: 🈷.html,Japanese “monthly amount” button,"---
layout: symbols
title: Japanese “monthly amount” button
emoji: japanese_monthly_amount_button
permalink: 🈷.html
---"
1500,u+1f236,japanese-not-free-of-charge-button,1500-japanese-not-free-of-charge-button.md,japanese_not_free_of_charge_button,🈶,permalink: 🈶.html,Japanese “not free of charge” button,"---
layout: symbols
title: Japanese “not free of charge” button
emoji: japanese_not_free_of_charge_button
permalink: 🈶.html
---"
1501,u+1f22f,japanese-reserved-button,1501-japanese-reserved-button.md,japanese_reserved_button,🈯,permalink: 🈯.html,Japanese “reserved” button,"---
layout: symbols
title: Japanese “reserved” button
emoji: japanese_reserved_button
permalink: 🈯.html
---"
1502,u+1f250,japanese-bargain-button,1502-japanese-bargain-button.md,japanese_bargain_button,🉐,permalink: 🉐.html,Japanese “bargain” button,"---
layout: symbols
title: Japanese “bargain” button
emoji: japanese_bargain_button
permalink: 🉐.html
---"
1503,u+1f239,japanese-discount-button,1503-japanese-discount-button.md,japanese_discount_button,🈹,permalink: 🈹.html,Japanese “discount” button,"---
layout: symbols
title: Japanese “discount” button
emoji: japanese_discount_button
permalink: 🈹.html
---"
1504,u+1f21a,japanese-free-of-charge-button,1504-japanese-free-of-charge-button.md,japanese_free_of_charge_button,🈚,permalink: 🈚.html,Japanese “free of charge” button,"---
layout: symbols
title: Japanese “free of charge” button
emoji: japanese_free_of_charge_button
permalink: 🈚.html
---"
1505,u+1f232,japanese-prohibited-button,1505-japanese-prohibited-button.md,japanese_prohibited_button,🈲,permalink: 🈲.html,Japanese “prohibited” button,"---
layout: symbols
title: Japanese “prohibited” button
emoji: japanese_prohibited_button
permalink: 🈲.html
---"
1506,u+1f251,japanese-acceptable-button,1506-japanese-acceptable-button.md,japanese_acceptable_button,🉑,permalink: 🉑.html,Japanese “acceptable” button,"---
layout: symbols
title: Japanese “acceptable” button
emoji: japanese_acceptable_button
permalink: 🉑.html
---"
1507,u+1f238,japanese-application-button,1507-japanese-application-button.md,japanese_application_button,🈸,permalink: 🈸.html,Japanese “application” button,"---
layout: symbols
title: Japanese “application” button
emoji: japanese_application_button
permalink: 🈸.html
---"
1508,u+1f234,japanese-passing-grade-button,1508-japanese-passing-grade-button.md,japanese_passing_grade_button,🈴,permalink: 🈴.html,Japanese “passing grade” button,"---
layout: symbols
title: Japanese “passing grade” button
emoji: japanese_passing_grade_button
permalink: 🈴.html
---"
1509,u+1f233,japanese-vacancy-button,1509-japanese-vacancy-button.md,japanese_vacancy_button,🈳,permalink: 🈳.html,Japanese “vacancy” button,"---
layout: symbols
title: Japanese “vacancy” button
emoji: japanese_vacancy_button
permalink: 🈳.html
---"
1510,u+3297,japanese-congratulations-button,1510-japanese-congratulations-button.md,japanese_congratulations_button,㊗,permalink: ㊗.html,Japanese “congratulations” button,"---
layout: symbols
title: Japanese “congratulations” button
emoji: japanese_congratulations_button
permalink: ㊗.html
---"
1511,u+3299,japanese-secret-button,1511-japanese-secret-button.md,japanese_secret_button,㊙,permalink: ㊙.html,Japanese “secret” button,"---
layout: symbols
title: Japanese “secret” button
emoji: japanese_secret_button
permalink: ㊙.html
---"
1512,u+1f23a,japanese-open-for-business-button,1512-japanese-open-for-business-button.md,japanese_open_for_business_button,🈺,permalink: 🈺.html,Japanese “open for business” button,"---
layout: symbols
title: Japanese “open for business” button
emoji: japanese_open_for_business_button
permalink: 🈺.html
---"
1513,u+1f235,japanese-no-vacancy-button,1513-japanese-no-vacancy-button.md,japanese_no_vacancy_button,🈵,permalink: 🈵.html,Japanese “no vacancy” button,"---
layout: symbols
title: Japanese “no vacancy” button
emoji: japanese_no_vacancy_button
permalink: 🈵.html
---"
1514,u+1f534,red-circle,1514-red-circle.md,red_circle,🔴,permalink: 🔴.html,red circle,"---
layout: symbols
title: red circle
emoji: red_circle
permalink: 🔴.html
---"
1515,u+1f7e0,orange-circle,1515-orange-circle.md,orange_circle,🟠,permalink: 🟠.html,orange circle,"---
layout: symbols
title: orange circle
emoji: orange_circle
permalink: 🟠.html
---"
1516,u+1f7e1,yellow-circle,1516-yellow-circle.md,yellow_circle,🟡,permalink: 🟡.html,yellow circle,"---
layout: symbols
title: yellow circle
emoji: yellow_circle
permalink: 🟡.html
---"
1517,u+1f7e2,green-circle,1517-green-circle.md,green_circle,🟢,permalink: 🟢.html,green circle,"---
layout: symbols
title: green circle
emoji: green_circle
permalink: 🟢.html
---"
1518,u+1f535,blue-circle,1518-blue-circle.md,blue_circle,🔵,permalink: 🔵.html,blue circle,"---
layout: symbols
title: blue circle
emoji: blue_circle
permalink: 🔵.html
---"
1519,u+1f7e3,purple-circle,1519-purple-circle.md,purple_circle,🟣,permalink: 🟣.html,purple circle,"---
layout: symbols
title: purple circle
emoji: purple_circle
permalink: 🟣.html
---"
1520,u+1f7e4,brown-circle,1520-brown-circle.md,brown_circle,🟤,permalink: 🟤.html,brown circle,"---
layout: symbols
title: brown circle
emoji: brown_circle
permalink: 🟤.html
---"
1521,u+26ab,black-circle,1521-black-circle.md,black_circle,⚫,permalink: ⚫.html,black circle,"---
layout: symbols
title: black circle
emoji: black_circle
permalink: ⚫.html
---"
1522,u+26aa,white-circle,1522-white-circle.md,white_circle,⚪,permalink: ⚪.html,white circle,"---
layout: symbols
title: white circle
emoji: white_circle
permalink: ⚪.html
---"
1523,u+1f7e5,red-square,1523-red-square.md,red_square,🟥,permalink: 🟥.html,red square,"---
layout: symbols
title: red square
emoji: red_square
permalink: 🟥.html
---"
1524,u+1f7e7,orange-square,1524-orange-square.md,orange_square,🟧,permalink: 🟧.html,orange square,"---
layout: symbols
title: orange square
emoji: orange_square
permalink: 🟧.html
---"
1525,u+1f7e8,yellow-square,1525-yellow-square.md,yellow_square,🟨,permalink: 🟨.html,yellow square,"---
layout: symbols
title: yellow square
emoji: yellow_square
permalink: 🟨.html
---"
1526,u+1f7e9,green-square,1526-green-square.md,green_square,🟩,permalink: 🟩.html,green square,"---
layout: symbols
title: green square
emoji: green_square
permalink: 🟩.html
---"
1527,u+1f7e6,blue-square,1527-blue-square.md,blue_square,🟦,permalink: 🟦.html,blue square,"---
layout: symbols
title: blue square
emoji: blue_square
permalink: 🟦.html
---"
1528,u+1f7ea,purple-square,1528-purple-square.md,purple_square,🟪,permalink: 🟪.html,purple square,"---
layout: symbols
title: purple square
emoji: purple_square
permalink: 🟪.html
---"
1529,u+1f7eb,brown-square,1529-brown-square.md,brown_square,🟫,permalink: 🟫.html,brown square,"---
layout: symbols
title: brown square
emoji: brown_square
permalink: 🟫.html
---"
1530,u+2b1b,black-large-square,1530-black-large-square.md,black_large_square,⬛,permalink: ⬛.html,black large square,"---
layout: symbols
title: black large square
emoji: black_large_square
permalink: ⬛.html
---"
1531,u+2b1c,white-large-square,1531-white-large-square.md,white_large_square,⬜,permalink: ⬜.html,white large square,"---
layout: symbols
title: white large square
emoji: white_large_square
permalink: ⬜.html
---"
1532,u+25fc,black-medium-square,1532-black-medium-square.md,black_medium_square,◼,permalink: ◼.html,black medium square,"---
layout: symbols
title: black medium square
emoji: black_medium_square
permalink: ◼.html
---"
1533,u+25fb,white-medium-square,1533-white-medium-square.md,white_medium_square,◻,permalink: ◻.html,white medium square,"---
layout: symbols
title: white medium square
emoji: white_medium_square
permalink: ◻.html
---"
1534,u+25fe,black-medium-small-square,1534-black-medium-small-square.md,black_medium_small_square,◾,permalink: ◾.html,black medium-small square,"---
layout: symbols
title: black medium-small square
emoji: black_medium_small_square
permalink: ◾.html
---"
1535,u+25fd,white-medium-small-square,1535-white-medium-small-square.md,white_medium_small_square,◽,permalink: ◽.html,white medium-small square,"---
layout: symbols
title: white medium-small square
emoji: white_medium_small_square
permalink: ◽.html
---"
1536,u+25aa,black-small-square,1536-black-small-square.md,black_small_square,▪,permalink: ▪.html,black small square,"---
layout: symbols
title: black small square
emoji: black_small_square
permalink: ▪.html
---"
1537,u+25ab,white-small-square,1537-white-small-square.md,white_small_square,▫,permalink: ▫.html,white small square,"---
layout: symbols
title: white small square
emoji: white_small_square
permalink: ▫.html
---"
1538,u+1f536,large-orange-diamond,1538-large-orange-diamond.md,large_orange_diamond,🔶,permalink: 🔶.html,large orange diamond,"---
layout: symbols
title: large orange diamond
emoji: large_orange_diamond
permalink: 🔶.html
---"
1539,u+1f537,large-blue-diamond,1539-large-blue-diamond.md,large_blue_diamond,🔷,permalink: 🔷.html,large blue diamond,"---
layout: symbols
title: large blue diamond
emoji: large_blue_diamond
permalink: 🔷.html
---"
1540,u+1f538,small-orange-diamond,1540-small-orange-diamond.md,small_orange_diamond,🔸,permalink: 🔸.html,small orange diamond,"---
layout: symbols
title: small orange diamond
emoji: small_orange_diamond
permalink: 🔸.html
---"
1541,u+1f539,small-blue-diamond,1541-small-blue-diamond.md,small_blue_diamond,🔹,permalink: 🔹.html,small blue diamond,"---
layout: symbols
title: small blue diamond
emoji: small_blue_diamond
permalink: 🔹.html
---"
1542,u+1f53a,red-triangle-pointed-up,1542-red-triangle-pointed-up.md,red_triangle_pointed_up,🔺,permalink: 🔺.html,red triangle pointed up,"---
layout: symbols
title: red triangle pointed up
emoji: red_triangle_pointed_up
permalink: 🔺.html
---"
1543,u+1f53b,red-triangle-pointed-down,1543-red-triangle-pointed-down.md,red_triangle_pointed_down,🔻,permalink: 🔻.html,red triangle pointed down,"---
layout: symbols
title: red triangle pointed down
emoji: red_triangle_pointed_down
permalink: 🔻.html
---"
1544,u+1f4a0,diamond-with-a-dot,1544-diamond-with-a-dot.md,diamond_with_a_dot,💠,permalink: 💠.html,diamond with a dot,"---
layout: symbols
title: diamond with a dot
emoji: diamond_with_a_dot
permalink: 💠.html
---"
1545,u+1f518,radio-button,1545-radio-button.md,radio_button,🔘,permalink: 🔘.html,radio button,"---
layout: symbols
title: radio button
emoji: radio_button
permalink: 🔘.html
---"
1546,u+1f533,white-square-button,1546-white-square-button.md,white_square_button,🔳,permalink: 🔳.html,white square button,"---
layout: symbols
title: white square button
emoji: white_square_button
permalink: 🔳.html
---"
1547,u+1f532,black-square-button,1547-black-square-button.md,black_square_button,🔲,permalink: 🔲.html,black square button,"---
layout: symbols
title: black square button
emoji: black_square_button
permalink: 🔲.html
---"
1548,u+1f3c1,chequered-flag,1548-chequered-flag.md,chequered_flag,🏁,permalink: 🏁.html,chequered flag,"---
layout: flags
title: chequered flag
emoji: chequered_flag
permalink: 🏁.html
---"
1549,u+1f6a9,triangular-flag,1549-triangular-flag.md,triangular_flag,🚩,permalink: 🚩.html,triangular flag,"---
layout: flags
title: triangular flag
emoji: triangular_flag
permalink: 🚩.html
---"
1550,u+1f38c,crossed-flags,1550-crossed-flags.md,crossed_flags,🎌,permalink: 🎌.html,crossed flags,"---
layout: flags
title: crossed flags
emoji: crossed_flags
permalink: 🎌.html
---"
1551,u+1f3f4,black-flag,1551-black-flag.md,black_flag,🏴,permalink: 🏴.html,black flag,"---
layout: flags
title: black flag
emoji: black_flag
permalink: 🏴.html
---"
1552,u+1f3f3,white-flag,1552-white-flag.md,white_flag,🏳,permalink: 🏳.html,white flag,"---
layout: flags
title: white flag
emoji: white_flag
permalink: 🏳.html
---"
1553,u+1f3f3-u+fe0f-u+200d-u+1f308,rainbow-flag,1553-rainbow-flag.md,rainbow_flag,🏳️‍🌈,permalink: 🏳️‍🌈.html,rainbow flag,"---
layout: flags
title: rainbow flag
emoji: rainbow_flag
permalink: 🏳️‍🌈.html
---"
1554,u+1f3f3-u+fe0f-u+200d-u+26a7-u+fe0f,transgender-flag,1554-transgender-flag.md,transgender_flag,🏳️‍⚧️,permalink: 🏳️‍⚧️.html,transgender flag,"---
layout: flags
title: transgender flag
emoji: transgender_flag
permalink: 🏳️‍⚧️.html
---"
1555,u+1f3f4-u+200d-u+2620-u+fe0f,pirate-flag,1555-pirate-flag.md,pirate_flag,🏴‍☠️,permalink: 🏴‍☠️.html,pirate flag,"---
layout: flags
title: pirate flag
emoji: pirate_flag
permalink: 🏴‍☠️.html
---"
1556,u+1f1e6-u+1f1e8,flag-ascension-island,1556-flag-ascension-island.md,flag_ascension_island,🇦🇨,permalink: 🇦🇨.html,"""flag: Ascension Island""","---
layout: flags
title: ""flag: Ascension Island""
emoji: flag_ascension_island
permalink: 🇦🇨.html
---"
1557,u+1f1e6-u+1f1e9,flag-andorra,1557-flag-andorra.md,flag_andorra,🇦🇩,permalink: 🇦🇩.html,"""flag: Andorra""","---
layout: flags
title: ""flag: Andorra""
emoji: flag_andorra
permalink: 🇦🇩.html
---"
1558,u+1f1e6-u+1f1ea,flag-united-arab-emirates,1558-flag-united-arab-emirates.md,flag_united_arab_emirates,🇦🇪,permalink: 🇦🇪.html,"""flag: United Arab Emirates""","---
layout: flags
title: ""flag: United Arab Emirates""
emoji: flag_united_arab_emirates
permalink: 🇦🇪.html
---"
1559,u+1f1e6-u+1f1eb,flag-afghanistan,1559-flag-afghanistan.md,flag_afghanistan,🇦🇫,permalink: 🇦🇫.html,"""flag: Afghanistan""","---
layout: flags
title: ""flag: Afghanistan""
emoji: flag_afghanistan
permalink: 🇦🇫.html
---"
1560,u+1f1e6-u+1f1ec,flag-antigua-&-barbuda,1560-flag-antigua-&-barbuda.md,flag_antigua_and_barbuda,🇦🇬,permalink: 🇦🇬.html,"""flag: Antigua & Barbuda""","---
layout: flags
title: ""flag: Antigua & Barbuda""
emoji: flag_antigua_and_barbuda
permalink: 🇦🇬.html
---"
1561,u+1f1e6-u+1f1ee,flag-anguilla,1561-flag-anguilla.md,flag_anguilla,🇦🇮,permalink: 🇦🇮.html,"""flag: Anguilla""","---
layout: flags
title: ""flag: Anguilla""
emoji: flag_anguilla
permalink: 🇦🇮.html
---"
1562,u+1f1e6-u+1f1f1,flag-albania,1562-flag-albania.md,flag_albania,🇦🇱,permalink: 🇦🇱.html,"""flag: Albania""","---
layout: flags
title: ""flag: Albania""
emoji: flag_albania
permalink: 🇦🇱.html
---"
1563,u+1f1e6-u+1f1f2,flag-armenia,1563-flag-armenia.md,flag_armenia,🇦🇲,permalink: 🇦🇲.html,"""flag: Armenia""","---
layout: flags
title: ""flag: Armenia""
emoji: flag_armenia
permalink: 🇦🇲.html
---"
